="",="(1)",="",="(2)",=""
="",="",="",="",=""
="",="b",="se",="b",="se"
="newout_lengthloss",="0.35",="0.00",="2.17",="0.03"
="newout_condlengthgap",="0.26",="0.01",="0.54",="0.02"
="newout_condlengthloss",="2.93",="0.03",="5.15",="0.05"
="N",="109887",="",="20820",=""
